Date Of Death Year,Date Of Death Month,HHSRegion,AgeGroup,AllCause,NaturalCause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",AnalysisDate,Note,flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
2021,4,8,15-24 years,125,20,0,,0,0,0,0,,0,,0,,0,0,08/25/2021,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2021,4,8,25-34 years,248,84,0,14,,0,0,,,0,,,,,,08/25/2021,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,4,8,35-44 years,337,188,,18,12,0,,,,,,31,,22,18,08/25/2021,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2021,4,8,45-54 years,464,342,,60,18,0,,10,,,13,65,16,29,27,08/25/2021,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2021,4,8,5-14 years,18,,0,0,0,0,0,0,0,0,0,,0,,,08/25/2021,,,Suppressed (counts 1-9),,,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,4,8,55-64 years,"1,027",922,13,278,45,,,37,,10,,190,29,67,58,08/25/2021,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2021,4,8,65-74 years,"1,532","1,450",11,467,71,18,12,79,22,23,12,295,53,92,73,08/25/2021,,,,,,,,,,,,,,,,
2021,4,8,75-84 years,"1,837","1,747",14,388,63,79,14,119,34,33,,375,118,101,77,08/25/2021,,,,,,,,,,,,Suppressed (counts 1-9),,,,
2021,4,8,85 years and over,"2,146","2,019",21,256,48,189,23,96,30,36,21,552,130,71,46,08/25/2021,,,,,,,,,,,,,,,,
2021,4,9,0-4 years,203,185,0,,0,0,,0,,,25,0,,,,08/25/2021,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,4,9,15-24 years,439,99,0,22,,0,0,,0,0,32,11,,,,08/25/2021,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,4,9,25-34 years,885,353,,37,14,0,,,,,83,38,,27,21,08/25/2021,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2021,4,9,35-44 years,"1,217",705,,123,30,0,,,,,117,104,23,44,37,08/25/2021,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2021,4,9,45-54 years,"2,000","1,569",10,367,74,,12,20,14,19,129,302,74,142,130,08/25/2021,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2021,4,9,5-14 years,58,36,0,11,0,0,0,0,0,0,,,0,,,08/25/2021,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,4,9,55-64 years,"4,184","3,773",26,"1,042",234,11,51,101,32,53,153,811,173,278,240,08/25/2021,,,,,,,,,,,,,,,,
2021,4,9,65-74 years,"6,375","6,096",49,"1,865",325,85,94,317,70,94,100,"1,317",328,357,314,08/25/2021,,,,,,,,,,,,,,,,
2021,4,9,75-84 years,"7,405","7,196",53,"1,812",274,398,124,445,116,134,33,"1,709",485,284,216,08/25/2021,,,,,,,,,,,,,,,,
2021,4,9,85 years and over,"9,284","9,065",31,"1,230",226,"1,086",172,388,102,142,38,"2,595",812,243,163,08/25/2021,,,,,,,,,,,,,,,,
2021,4,10,0-4 years,48,44,0,0,0,0,0,0,0,0,,0,0,0,0,08/25/2021,,,,,,,,,,,,Suppressed (counts 1-9),,,,
2021,4,10,15-24 years,129,37,0,,0,0,0,0,0,,13,0,,,,08/25/2021,,,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,4,10,25-34 years,217,96,,15,,0,,0,0,,27,,,,,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,4,10,35-44 years,313,191,,42,,0,0,,,,32,23,,10,,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
2021,4,10,45-54 years,517,411,,115,20,0,,,,0,30,69,12,33,28,08/25/2021,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
2021,4,10,5-14 years,10,,0,,0,0,,0,0,0,,0,0,,,08/25/2021,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,4,10,55-64 years,"1,358","1,214",,370,62,,,60,13,,38,208,36,79,68,08/25/2021,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
2021,5,1,15-24 years,95,27,0,,0,0,0,,0,0,11,,,,,08/25/2021,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,5,1,25-34 years,238,95,0,,,0,0,,,0,38,,,11,11,08/25/2021,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2021,5,1,35-44 years,352,197,,35,,0,,0,,,52,22,,12,,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
2021,5,1,45-54 years,612,465,,124,18,0,,,,,38,100,12,44,41,08/25/2021,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2021,5,1,5-14 years,15,11,0,,0,0,0,0,0,0,,,0,0,0,08/25/2021,,,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2021,5,1,55-64 years,"1,390","1,264",14,400,42,,14,51,17,16,52,250,41,93,86,08/25/2021,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2021,5,1,65-74 years,"2,233","2,112",28,722,79,18,18,122,27,52,41,407,57,100,93,08/25/2021,,,,,,,,,,,,,,,,
2021,5,1,75-84 years,"2,661","2,572",38,637,68,98,32,155,65,57,23,541,121,95,83,08/25/2021,,,,,,,,,,,,,,,,
2021,5,1,85 years and over,"3,735","3,573",42,485,74,216,66,131,47,71,53,967,228,90,70,08/25/2021,,,,,,,,,,,,,,,,
2021,5,2,0-4 years,101,94,,,0,0,,,,0,22,,0,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,
2021,5,2,15-24 years,168,69,0,,0,0,,,0,0,37,,,,,08/25/2021,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,5,2,25-34 years,424,215,,21,,0,,,,,99,19,,21,20,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2021,5,2,35-44 years,606,450,,80,11,0,,,,,134,58,11,30,26,08/25/2021,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2021,5,2,45-54 years,"1,161",999,16,225,37,,10,14,16,14,141,173,31,110,98,08/25/2021,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2021,5,2,5-14 years,19,14,0,,0,0,0,,0,0,,,,0,0,08/25/2021,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2021,5,2,55-64 years,"2,648","2,470",36,676,77,,36,62,31,32,179,521,80,275,246,08/25/2021,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2021,5,2,65-74 years,"3,808","3,679",62,"1,068",124,18,62,150,69,70,101,864,138,381,340,08/25/2021,,,,,,,,,,,,,,,,
2021,5,2,75-84 years,"4,662","4,565",93,"1,152",131,92,84,218,121,105,67,"1,095",223,371,298,08/25/2021,,,,,,,,,,,,,,,,
2021,5,2,85 years and over,"6,270","6,126",97,766,130,326,125,194,123,112,129,"1,979",364,329,248,08/25/2021,,,,,,,,,,,,,,,,
2021,5,3,0-4 years,186,168,,,0,0,,0,,0,36,,,,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),
2021,5,3,15-24 years,303,77,0,14,,0,0,,0,0,31,,,,,08/25/2021,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,5,3,25-34 years,653,276,,24,,0,,,,,124,29,,18,14,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2021,5,3,35-44 years,874,519,11,79,16,0,,,,,126,73,11,51,45,08/25/2021,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2021,5,3,45-54 years,"1,477","1,189",19,259,45,,,20,,23,113,250,29,144,132,08/25/2021,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
2021,5,3,5-14 years,47,26,0,,0,0,0,,,0,,,0,,,08/25/2021,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,5,3,55-64 years,"3,542","3,216",50,919,143,,31,124,50,32,119,687,112,377,341,08/25/2021,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2021,5,3,65-74 years,"5,251","5,033",107,"1,476",174,48,51,261,83,103,78,"1,075",228,448,415,08/25/2021,,,,,,,,,,,,,,,,
2021,5,3,75-84 years,"6,069","5,863",108,"1,350",200,164,89,316,106,138,67,"1,334",349,401,323,08/25/2021,,,,,,,,,,,,,,,,
2021,5,3,85 years and over,"7,081","6,854",82,889,176,427,89,226,85,162,97,"1,926",532,318,231,08/25/2021,,,,,,,,,,,,,,,,
2021,5,4,0-4 years,459,402,,,0,0,,,,,78,11,,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2021,5,4,15-24 years,742,184,,24,,0,,,,,62,16,,12,,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
2021,5,4,25-34 years,"1,456",570,,53,25,0,,,,11,177,69,10,40,33,08/25/2021,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
2021,5,4,35-44 years,"2,215","1,306",23,178,63,,12,12,18,20,217,266,53,134,119,08/25/2021,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2021,5,4,45-54 years,"3,598","2,878",44,555,110,0,26,61,29,46,204,656,136,297,272,08/25/2021,,,,,,,,,,,,,,,,
2021,5,4,5-14 years,103,51,,18,,0,0,,,0,,,,,,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,5,4,55-64 years,"7,960","7,268",122,"1,959",292,27,78,412,98,144,213,"1,603",263,665,610,08/25/2021,,,,,,,,,,,,,,,,
2021,5,4,65-74 years,"11,289","10,782",177,"3,142",416,155,120,694,197,205,162,"2,312",501,841,749,08/25/2021,,,,,,,,,,,,,,,,
2021,5,4,75-84 years,"12,897","12,459",187,"2,795",369,561,172,884,274,265,141,"2,752",810,787,666,08/25/2021,,,,,,,,,,,,,,,,
2021,5,4,85 years and over,"12,993","12,528",134,"1,514",223,"1,023",184,591,195,193,221,"3,445","1,137",513,391,08/25/2021,,,,,,,,,,,,,,,,
2021,5,5,0-4 years,365,314,,,0,0,,,,,60,,,,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),
2021,5,5,15-24 years,521,162,,25,,0,,,,0,58,11,,13,11,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
2021,5,5,25-34 years,"1,071",428,,41,12,0,,,,,143,42,,44,39,08/25/2021,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2021,5,5,35-44 years,"1,493",891,13,131,27,0,,,,13,180,126,17,102,91,08/25/2021,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
2021,5,5,45-54 years,"2,609","2,106",26,413,98,0,22,51,30,22,176,429,61,311,283,08/25/2021,,,,,,,,,,,,,,,,
2021,5,5,5-14 years,87,55,,15,0,0,0,,0,0,12,,,,,08/25/2021,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,5,5,55-64 years,"6,011","5,529",86,"1,586",248,13,46,227,60,86,178,"1,216",182,654,595,08/25/2021,,,,,,,,,,,,,,,,
2021,5,5,65-74 years,"9,299","8,954",142,"2,533",366,107,93,596,146,163,111,"1,933",369,867,767,08/25/2021,,,,,,,,,,,,,,,,
2021,5,5,75-84 years,"10,377","10,037",121,"2,266",326,451,115,606,169,215,95,"2,232",586,780,667,08/25/2021,,,,,,,,,,,,,,,,
2021,5,5,85 years and over,"12,296","11,881",103,"1,433",250,936,139,457,169,212,164,"3,509",983,584,454,08/25/2021,,,,,,,,,,,,,,,,
2021,5,6,0-4 years,303,262,,,0,0,,,,,54,,,,,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,5,6,15-24 years,499,134,0,13,,0,,,,0,61,,,12,12,08/25/2021,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2021,5,6,25-34 years,947,421,,53,,,,,,,134,53,,42,34,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2021,5,6,35-44 years,"1,333",875,11,129,31,,12,,,13,122,154,37,98,93,08/25/2021,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
2021,5,6,45-54 years,"2,199","1,834",35,398,89,,17,38,15,34,127,404,69,183,161,08/25/2021,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2021,5,6,5-14 years,75,37,,,0,0,0,,,0,,0,,,,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,5,6,55-64 years,"4,683","4,344",74,"1,186",227,,45,193,49,82,137,987,167,349,303,08/25/2021,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2021,5,6,65-74 years,"6,689","6,440",106,"1,811",315,121,67,385,135,154,90,"1,413",303,434,383,08/25/2021,,,,,,,,,,,,,,,,
2021,5,6,75-84 years,"7,336","7,110",118,"1,558",252,402,90,483,120,152,69,"1,705",451,318,265,08/25/2021,,,,,,,,,,,,,,,,
2021,5,6,85 years and over,"7,246","7,061",96,861,143,750,111,366,105,155,61,"1,967",519,208,158,08/25/2021,,,,,,,,,,,,,,,,
2021,5,7,0-4 years,105,93,0,,0,0,0,0,,,14,,0,0,0,08/25/2021,,,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,
2021,5,7,15-24 years,154,32,0,,,0,0,,,0,,,0,,,08/25/2021,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,5,7,25-34 years,284,96,0,,,0,0,0,0,,17,23,,10,,08/25/2021,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
2021,5,7,35-44 years,349,193,,37,,0,,,,,11,37,,14,11,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2021,5,7,45-54 years,622,502,11,112,20,0,,16,11,,18,117,22,33,28,08/25/2021,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
2021,5,7,5-14 years,22,,0,,0,0,0,0,0,0,,0,0,0,0,08/25/2021,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,
2021,5,7,55-64 years,"1,647","1,490",22,487,56,,15,101,20,23,31,324,55,83,67,08/25/2021,,,,,,,Suppressed (counts 1-9),,,,,,,,,
2021,5,7,65-74 years,"2,535","2,434",43,725,106,26,21,154,50,58,23,555,110,116,99,08/25/2021,,,,,,,,,,,,,,,,
2021,5,7,75-84 years,"2,808","2,694",44,619,83,117,30,172,59,70,22,635,164,95,75,08/25/2021,,,,,,,,,,,,,,,,
2021,5,8,0-4 years,70,62,,,0,0,0,0,0,0,,,0,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,
2021,5,8,15-24 years,129,27,0,,,0,0,0,0,0,,0,0,,,08/25/2021,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,5,8,25-34 years,256,103,,14,,0,,0,,0,23,,0,,,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,5,8,35-44 years,341,198,,32,,0,0,,,,24,27,,21,19,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2021,5,8,45-54 years,498,377,,90,20,0,,,,,15,71,10,40,35,08/25/2021,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2021,5,8,5-14 years,19,13,0,,0,0,,0,0,0,,,0,,0,08/25/2021,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),
2021,5,8,55-64 years,"1,017",916,10,248,42,,,38,15,14,19,173,22,119,105,08/25/2021,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,
2021,5,8,65-74 years,"1,711","1,612",17,465,60,25,14,122,32,19,16,303,62,118,104,08/25/2021,,,,,,,,,,,,,,,,
2021,5,8,75-84 years,"1,849","1,758",24,412,67,92,19,124,38,29,14,341,89,105,93,08/25/2021,,,,,,,,,,,,,,,,
2021,5,8,85 years and over,"2,237","2,113",19,269,33,203,30,87,36,41,27,574,159,84,60,08/25/2021,,,,,,,,,,,,,,,,
2021,5,9,0-4 years,229,210,,,0,0,,0,,0,35,,,,,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,5,9,15-24 years,481,135,0,19,,0,0,0,,0,75,,0,11,,08/25/2021,,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9)
2021,5,9,25-34 years,928,428,,41,14,0,,,,,177,27,10,19,17,08/25/2021,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2021,5,9,35-44 years,"1,247",821,,130,27,0,,,,,206,108,30,39,35,08/25/2021,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2021,5,9,45-54 years,"2,062","1,675",11,410,80,0,11,15,15,22,210,274,90,107,90,08/25/2021,,,,,,,,,,,,,,,,
2021,5,9,5-14 years,85,43,0,,0,0,,,0,0,,,,0,0,08/25/2021,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2021,5,9,55-64 years,"4,346","3,951",40,"1,143",232,12,35,138,28,48,223,812,183,202,179,08/25/2021,,,,,,,,,,,,,,,,
2021,5,9,65-74 years,"6,529","6,220",37,"1,925",317,99,87,309,83,105,112,"1,301",326,276,233,08/25/2021,,,,,,,,,,,,,,,,
2021,5,9,75-84 years,"7,387","7,157",46,"1,785",271,420,114,452,126,131,42,"1,675",468,221,156,08/25/2021,,,,,,,,,,,,,,,,
2021,5,9,85 years and over,"9,279","9,077",47,"1,183",220,"1,092",160,408,87,164,47,"2,654",835,182,122,08/25/2021,,,,,,,,,,,,,,,,
2021,5,10,0-4 years,68,64,,,0,0,0,0,0,0,16,,0,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,
2021,5,10,15-24 years,145,55,,,0,0,0,,0,0,31,,0,,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),
2021,5,10,25-34 years,227,103,,,,0,0,,0,,35,11,,,,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2021,5,10,35-44 years,304,208,,31,12,0,,0,,0,43,15,,21,16,08/25/2021,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
2021,5,10,45-54 years,607,482,,100,16,0,,,,,48,73,21,62,57,08/25/2021,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2021,5,10,5-14 years,21,12,,,0,0,0,0,0,0,,0,0,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,
2021,5,10,55-64 years,"1,276","1,152",12,322,53,10,,65,16,10,65,191,50,99,93,08/25/2021,,,,,,,,Suppressed (counts 1-9),,,,,,,,
2021,5,10,65-74 years,"2,148","2,060",19,657,86,40,,104,27,22,39,406,81,142,123,08/25/2021,,,,,,,,Suppressed (counts 1-9),,,,,,,,
2021,5,10,75-84 years,"2,492","2,394",21,582,88,158,23,158,49,33,26,460,136,127,103,08/25/2021,,,,,,,,,,,,,,,,
2021,5,10,85 years and over,"2,874","2,759",20,346,48,299,20,86,50,27,42,706,228,111,83,08/25/2021,,,,,,,,,,,,,,,,
2021,6,1,0-4 years,62,58,,,0,0,0,0,,0,19,0,,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
2021,6,1,15-24 years,90,41,,,0,0,0,,,0,21,,0,0,0,08/25/2021,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,
2021,6,1,25-34 years,203,123,,13,,0,,,0,,78,,,,,08/25/2021,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
